geneName	name	chrom	strand	txStart	txEnd	txSize	cdsStart	cdsEnd	cdsSize
710	MIR6511A2	chr16	+	16418444	16418511	67	16418511	16418511	0
710	MIR6511A2	chr16	+	16462732	16462799	67	16462799	16462799	0
773	GRHL3	chr1	+	24645811	24681808	35997	24646041	24680978	34937
587	ITFG3	chr16	+	284544	319942	35398	319942	319942	0
921	POLM	chr7	-	44111660	44122139	10479	44122139	44122139	0
173	HACE1	chr6	-	105175967	105307794	131827	105307794	105307794	0
757	LINC01384	chr20	-	22568159	22588155	19996	22588155	22588155	0
1655	MIR7114	chr9	-	140344477	140344538	61	140344538	140344538	0
1102	MIR7113	chr11	+	67800330	67800389	59	67800389	67800389	0
585	MIR6859-2	chr1	-	17368	17436	68	17436	17436	0
1367	MIR6859-2	chr15	+	102513726	102513794	68	102513794	102513794	0
119	OCIAD2	chr4	-	48887396	48908845	21449	48908845	48908845	0
161	NR2F1-AS1	chr5	-	92745061	92907049	161988	92907049	92907049	0
1050	LOC100506526	chr5	-	61028616	61031525	2909	61031525	61031525	0
1467	LOC101927190	chr5	-	115703112	115710267	7155	115710267	115710267	0
238	LOC101928136	chr5	-	173134601	173173212	38611	173173212	173173212	0
174	LOC102467213	chr5	-	106150897	106346715	195818	106346715	106346715	0
1585	CCDC115	chr2	-	131095505	131100254	4749	131100254	131100254	0
1374	TEX30	chr13	-	103418237	103426171	7934	103426171	103426171	0
587	RGS11	chr16	-	318299	325943	7644	319267	323782	4515
836	ARHGAP11A	chr15	+	32907690	32932150	24460	32917296	32930046	12750
243	LINC01099	chr4	-	178733199	178829090	95891	178829090	178829090	0
693	LINC01108	chr6	-	14280357	14285685	5328	14285685	14285685	0
923	FGF10-AS1	chr5	+	44388833	44414091	25258	44414091	44414091	0
1963	LOC102577426	chr5	-	180618045	180618908	863	180618908	180618908	0
1929	LOC102577424	chr5	+	176170205	176170922	717	176170922	176170922	0
1906	LOC101928154	chr5	-	173213792	173217945	4153	173217945	173217945	0
80	LOC100505921	chr7	-	7989469	8008383	18914	8008383	8008383	0
1432	LOC440602	chr1	-	111030301	111032880	2579	111032880	111032880	0
962	LOC101929217	chr8	+	49532962	49536455	3493	49536455	49536455	0
1099	LOC102467655	chr5	+	67485703	67494235	8532	67494235	67494235	0
1417	LINC01205	chr3	+	109128836	109139255	10419	109139255	109139255	0
1150	LOC101926943	chr7	-	74103270	74143256	39986	74143256	74143256	0
23	SAMD12	chr8	-	119201695	119634234	432539	119634234	119634234	0
168	CLYBL	chr13	+	100258917	100561713	302796	100561713	100561713	0
906	LOC101926960	chr5	-	42155934	42175447	19513	42175447	42175447	0
1228	LOC101927502	chr9	+	84304627	84391814	87187	84391814	84391814	0
890	LINC00603	chr5	+	40052392	40053426	1034	40053426	40053426	0
886	LOC101926940	chr5	+	39520532	39524810	4278	39524810	39524810	0
1208	LOC101927450	chr9	-	81750337	81760581	10244	81760581	81760581	0
1581	ST6GALNAC6	chr9	-	130647599	130667627	20028	130667627	130667627	0
809	LOC101929681	chr5	-	29380195	29396083	15888	29396083	29396083	0
1199	LINC01227	chr16	-	80601451	80603507	2056	80603507	80603507	0
1010	LOC102467147	chr5	-	55753621	55777596	23975	55777596	55777596	0
1531	LOC101927415	chr12	-	124065631	124068874	3243	124068874	124068874	0
931	LOC101927418	chr14	-	45368110	45381120	13010	45381120	45381120	0
2359	PDE6D	chr2	-	232643432	232646037	2605	232646037	232646037	0
873	TRMT10B	chr9	+	37753799	37778969	25170	37778969	37778969	0
1547	CRB2	chr9	+	126131057	126142614	11557	126142614	126142614	0
1655	EXD3	chr9	-	140286253	140317714	31461	140317714	140317714	0
1655	EXD3	chr9	-	140260596	140317714	57118	140317714	140317714	0
938	PTTG1IP	chr21	-	46269499	46293818	24319	46293818	46293818	0
1393	CRIP1	chr14	+	105953256	105955124	1868	105953596	105954848	1252
827	SLC44A4	chr6	-	31830969	31845448	14479	31831403	31843642	12239
1780	CRABP2	chr1	-	156669399	156675608	6209	156669817	156675238	5421
1416	ISCU	chr12	+	108956293	108963160	6867	108956398	108962692	6294
175	RFX4	chr12	+	106976684	107156582	179898	106977098	107155247	178149
908	PLA2G4F	chr15	-	42433331	42448839	15508	42434181	42448747	14566
195	FLI1	chr11	+	128563810	128683162	119352	128634684	128680883	46199
895	PSMC3IP	chr17	-	40724327	40729734	5407	40724985	40729266	4281
898	ZFYVE19	chr15	+	41099273	41106767	7494	41099486	41106424	6938
1157	MIR6516	chr17	+	75085498	75085579	81	75085579	75085579	0
110	MIR1273H	chr4	+	39105519	39584819	479300	39584819	39584819	0
1141	MIR7843	chr14	+	72983527	72983606	79	72983606	72983606	0
601	MIR6072	chr10	-	2118212	2118283	71	2118283	2118283	0
1241	MIR6071	chr2	-	86010722	86010800	78	86010800	86010800	0
928	MIR6070	chr21	-	45029767	45029870	103	45029870	45029870	0
1298	TNKS2-AS1	chr10	-	93542595	93558048	15453	93558048	93558048	0
1298	TNKS2-AS1	chr10	-	93542595	93557953	15358	93557953	93557953	0
1202	TPD52	chr8	-	80947102	80993066	45964	80993066	80993066	0
830	HERC2P4	chr16	-	32181363	32199434	18071	32199434	32199434	0
1016	LOC101928401	chr7	-	56601922	56605823	3901	56605823	56605823	0
1159	LOC100506281	chr16	+	75260280	75262101	1821	75262101	75262101	0
1016	LOC100240728	chr7	-	56549797	56551012	1215	56551012	56551012	0
1111	LOC100507468	chr7	-	69061123	69062481	1358	69062481	69062481	0
913	LINC01430	chr20	-	43077416	43079197	1781	43079197	43079197	0
1021	LOC101928539	chr5	-	57186157	57194989	8832	57194989	57194989	0
1949	LINC01099	chr4	-	178824537	178829090	4553	178829090	178829090	0
1662	PCDH1	chr5	-	141242216	141245767	3551	141242712	141244758	2046
1011	MIR6805	chr19	+	55899548	55899610	62	55899610	55899610	0
1010	MIR6804	chr19	-	55742252	55742320	68	55742320	55742320	0
983	LOC100422556	chr15	-	52211159	52216317	5158	52216317	52216317	0
969	RASSF1-AS1	chr3	+	50374941	50375727	786	50375727	50375727	0
1979	SSFA2	chr2	+	182756442	182795464	39022	182795464	182795464	0
864	PANDAR	chr6	-	36641397	36642903	1506	36642903	36642903	0
177	LINC01205	chr3	+	109128836	109214014	85178	109214014	109214014	0
173	LINC01103	chr2	-	105104913	105126967	22054	105126967	105126967	0
73	LINC01266	chr3	+	633787	887698	253911	887698	887698	0
740	LOC101927769	chr7	+	20336330	20351335	15005	20351335	20351335	0
612	MIR6833	chr6_cox_hap2	+	3618273	3618334	61	3618334	3618334	0
613	LOC101929125	chr20	+	3789140	3793081	3941	3793081	3793081	0
1737	CTB-113P19.1	chr5	+	151056505	151067468	10963	151067468	151067468	0
585	MIR6859-1	chr16	-	67051	67119	68	67119	67119	0
993	SLC1A7	chr1	-	53552850	53608304	55454	53608304	53608304	0
875	PPAPDC1B	chr8	-	38120649	38126738	6089	38121961	38126717	4756
835	ZSCAN30	chr18	-	32831021	32870209	39188	32833413	32834337	924
1728	LOC102546298	chr5	-	149855078	149865555	10477	149865555	149865555	0
857	MIR6069	chr22	-	35732713	35732792	79	35732792	35732792	0
1071	MIR6068	chr1	-	63792595	63792655	60	63792655	63792655	0
693	MIR1199	chr19	+	14184172	14184291	119	14184291	14184291	0
968	MIR5787	chr3	+	50264867	50264922	55	50264922	50264922	0
802	MIR6134	chrX	-	28513671	28513780	109	28513780	28513780	0
1599	MIR6133	chr7	+	132975634	132975742	108	132975742	132975742	0
1475	MIR6132	chr7	+	116660264	116660373	109	116660373	116660373	0
664	MIR6131	chr5	+	10478148	10478257	109	10478257	10478257	0
860	LINC01452	chr10	+	36067229	36089848	22619	36089848	36089848	0
169	SNHG24	chr14	+	101433988	101452987	18999	101452987	101452987	0
19	KIF7	chr15	-	90171200	90198682	27482	90171649	90196161	24512
128	ZNF460	chr19	+	57791852	57805436	13584	57792174	57803598	11424
914	MIR6784	chr17	-	43191734	43191801	67	43191801	43191801	0
913	MIR6783	chr17	-	43011985	43012049	64	43012049	43012049	0
897	MIR6781	chr17	-	40975897	40975961	64	40975961	40975961	0
112	LOC644919	chr14	+	41423915	41610251	186336	41610251	41610251	0
901	LOC644919	chr14	+	41423915	41494994	71079	41494994	41494994	0
1034	LOC101927204	chr11	-	58901445	58910281	8836	58910281	58910281	0
591	LOC101060385	chr2	-	895901	901137	5236	901137	901137	0
119	ATRIP	chr3	+	48488496	48507054	18558	48491474	48506953	15479
800	POLR1D	chr13	+	28194879	28241559	46680	28222573	28240090	17517
746	ZNF85	chr19	+	21106058	21133503	27445	21117816	21133108	15292
91	CAPZB	chr1	-	19665266	19812135	146869	19669255	19811932	142677
3	RFWD2	chr1	-	175913961	176176380	262419	175914288	176145087	230799
1821	LOC100996579	chr2	+	162101249	162105561	4312	162105561	162105561	0
948	MIR8053	chr4	+	47654685	47654758	73	47654758	47654758	0
1094	MIR6860	chr11	+	66813113	66813179	66	66813179	66813179	0
1077	LOC101929335	chr3	+	64547021	64575760	28739	64575760	64575760	0
705	LOC101926966	chr2	+	15830905	15859085	28180	15859085	15859085	0
1329	LOC101927053	chr2	+	97584842	97591574	6732	97591574	97591574	0
1367	MIR6859-1	chr15	+	102513726	102513794	68	102513794	102513794	0
1530	LOC101928211	chr7	-	123977433	123992150	14717	123992150	123992150	0
658	MIR7641-2	chr16	-	9658226	9658248	22	9658248	9658248	0
636	MIR7515	chr2	+	6790504	6790571	67	6790571	6790571	0
818	MIR7162	chr10	-	30657525	30657594	69	30657594	30657594	0
901	MIR486-2	chr8	+	41517961	41518025	64	41518025	41518025	0
600	MIR7160	chr8	+	2024668	2024720	52	2024720	2024720	0
843	MIR7159	chr6	+	33866911	33866977	66	33866977	33866977	0
1798	MIR7161	chr6	+	159030738	159030822	84	159030822	159030822	0
1176	MIR7156	chr1	+	77525827	77525887	60	77525887	77525887	0
1074	MIR7155	chr11	-	64109320	64109376	56	64109376	64109376	0
90	PIK3C2G	chr12	+	18414473	18801352	386879	18435674	18800962	365288
1004	PDE1B	chr12	+	54943863	54973023	29160	54960767	54971112	10345
82	LHFPL4	chr3	-	9540044	9595486	55442	9543894	9594363	50469
285	MIA3	chr1	+	222791443	222841351	49908	222791452	222838961	47509
2436	D2HGDH	chr2	+	242673993	242708231	34238	242708231	242708231	0
927	LOC101927526	chr22	+	44839206	44840668	1462	44840668	44840668	0
1562	PRNCR1	chr8	+	128092118	128104840	12722	128104840	128104840	0
657	LAMP5-AS1	chr20	-	9485826	9495645	9819	9495645	9495645	0
142	HN1	chr17	-	73131337	73150778	19441	73150778	73150778	0
1455	MIR8082	chr4	+	114073437	114073518	81	114073518	114073518	0
902	MIR6889	chr22	-	41648995	41649054	59	41649054	41649054	0
1757	MIR8083	chr1	-	153662180	153662269	89	153662269	153662269	0
652	LOC100506299	chr2	-	8819938	8821991	2053	8821991	8821991	0
950	NFXL1	chr4	-	47849249	47916574	67325	47850179	47916220	66041
950	NFXL1	chr4	-	47849249	47916684	67435	47850179	47916220	66041
180	LINC01070	chr13	+	112851646	112855316	3670	112855316	112855316	0
1854	CTB-7E3.1	chr5	-	166332226	166353375	21149	166353375	166353375	0
968	LOC101927292	chr12	+	50305735	50320122	14387	50320122	50320122	0
697	CLEC17A	chr19	+	14693895	14721956	28061	14721956	14721956	0
995	PCBP2-OT1	chr12	+	53858251	53858841	590	53858841	53858841	0
1643	PAIP2	chr5	+	138677520	138705409	27889	138705409	138705409	0
104	CCDC7	chr10	+	32735009	32803511	68502	32803511	32803511	0
104	CCDC7	chr10	+	32735009	32863492	128483	32863492	32863492	0
1930	LINC01208	chr3	-	176321935	176353320	31385	176353320	176353320	0
2172	MIR7845	chr2	+	208031123	208031222	99	208031222	208031222	0
1309	MIR7844	chr12	-	94965006	94965128	122	94965128	94965128	0
913	HNF4A-AS1	chr20	-	43006382	43024346	17964	43024346	43024346	0
141	PTGER3	chr1	-	71418114	71513491	95377	71418589	71513260	94671
141	PTGER3	chr1	-	71318035	71513491	195456	71318521	71513260	194739
856	MIR6887	chr19	+	35613603	35613668	65	35613668	35613668	0
1196	MIR8080	chr2	-	80093620	80093709	89	80093709	80093709	0
670	MIR6886	chr19	+	11224149	11224210	61	11224210	11224210	0
926	MIR8079	chr13	-	44770264	44770336	72	44770336	44770336	0
633	MIR6885	chr19	-	6389648	6389714	66	6389714	6389714	0
585	MIR8078	chr18	-	112255	112339	84	112339	112339	0
876	MIR6884	chr17	-	38182584	38182662	78	38182662	38182662	0
1810	SLAMF1	chr1	-	160579608	160617101	37493	160617101	160617101	0
1124	TAF1	chrX	+	70711845	70750375	38530	70750375	70750375	0
1216	MIR8058	chr16	+	82722535	82722624	89	82722624	82722624	0
769	MIR8057	chr18	-	24171430	24171499	69	24171499	24171499	0
622	MIR6864	chr17	-	4872996	4873066	70	4873066	4873066	0
1903	MIR8056	chr5	+	172774457	172774539	82	172774539	172774539	0
1019	MIR6863	chr16	+	56938175	56938265	90	56938265	56938265	0
1004	PDE1B	chr12	+	54943176	54973023	29847	54963330	54971112	7782
849	NOP10	chr15	-	34633916	34635362	1446	34634168	34635274	1106
649	SLC35B3	chr6	-	8413299	8435800	22501	8435800	8435800	0
774	RCAN3	chr1	+	24834083	24863510	29427	24840862	24861767	20905
132	TEX2	chr17	-	62224792	62308116	83324	62226328	62291577	65249
195	IRF5	chr7	+	128580723	128590096	9373	128582135	128588872	6737
586	LINC00266-3	chr6	-	140263	148159	7896	148159	148159	0
138	FTLP10	chr4	+	69048009	69078188	30179	69078188	69078188	0
927	CXCL12	chr10	-	44865600	44880545	14945	44868335	44880453	12118
767	SACS	chr13	-	23902961	23949682	46721	23904274	23939320	35046
1021	PRIM2	chr6	+	57179602	57191161	11559	57183243	57190861	7618
692	CD83	chr6	+	14117486	14137148	19662	14131774	14135467	3693
1955	LOC101928790	chr3	+	179617324	179639687	22363	179639687	179639687	0
1124	TGFA-IT1	chr2	-	70694516	70708772	14256	70708772	70708772	0
707	MYCNOS	chr2	-	16076386	16081845	5459	16081845	16081845	0
617	LINC00702	chr10	-	4249067	4286104	37037	4286104	4286104	0
1794	LOC101927740	chr5	+	158527490	158544486	16996	158544486	158544486	0
120	CPT1C	chr19	+	50194364	50216988	22624	50216988	50216988	0
1349	ADH1B	chr4	-	100227543	100242599	15056	100228996	100239341	10345
585	MIR6859-1	chr1	-	17368	17436	68	17436	17436	0
1580	MIR8052	chr11	+	130536629	130536698	69	130536698	130536698	0
1419	MIR8081	chr9	+	109363208	109363303	95	109363303	109363303	0
1806	MIR6888	chr2	+	160043345	160043412	67	160043412	160043412	0
725	MIR6511A2	chr16	-	18437869	18437936	67	18437936	18437936	0
1146	MIR7152	chr10	+	73550503	73550557	54	73550557	73550557	0
933	MIR7154	chr11	-	45713253	45713326	73	45713326	45713326	0
673	MIR7153	chr18	-	11654883	11654940	57	11654940	11654940	0
1083	MIR124-2HG	chr8	+	65285884	65300061	14177	65300061	65300061	0
1116	DLG3-AS1	chrX	-	69672805	69675844	3039	69675844	69675844	0
1050	LOC101928651	chr5	-	60958984	60994259	35275	60994259	60994259	0
1032	LOC729296	chr20	+	58662740	58676442	13702	58676442	58676442	0
182	C9orf84	chr9	-	114448798	114557288	108490	114557288	114557288	0
1026	LOC101928600	chr5	-	57837393	57854070	16677	57854070	57854070	0
248	NUP35	chr2	+	183982217	184026412	44195	183993025	184025859	32834
618	SLC39A7	chr6_qbl_hap6	+	4400825	4404437	3612	4401336	4403813	2477
1827	HMMR-AS1	chr5	-	162909609	162921064	11455	162921064	162921064	0
994	LOC101927620	chr14	+	53620071	53624246	4175	53624246	53624246	0
1350	CLYBL-AS2	chr13	-	100342351	100343225	874	100343225	100343225	0
1955	LOC101928790	chr3	+	179615981	179639687	23706	179639687	179639687	0
1394	CCDC147-AS1	chr10	-	106111058	106113333	2275	106113333	106113333	0
1274	CTSL	chr9	+	90340973	90346384	5411	90343649	90346022	2373
1604	LOC101928597	chr12	-	133609244	133613808	4564	133613808	133613808	0
1581	LOC100506860	chr7	+	130598222	130606705	8483	130606705	130606705	0
1441	LINC01279	chr3	-	112315640	112320816	5176	112320816	112320816	0
10	ARHGAP6	chrX	-	11155662	11683821	528159	11683821	11683821	0
661	LOC101929371	chr20	+	9966980	9987764	20784	9987764	9987764	0
121	LINC01429	chr20	-	50448335	50479452	31117	50479452	50479452	0
194	LOC100996671	chr12	-	127137491	127174864	37373	127174864	127174864	0
12	LOC101927062	chr14	-	27244700	27291326	46626	27291326	27291326	0
1092	CTD-2258A20.5	chr16	-	66503698	66510305	6607	66510305	66510305	0
1288	FAM133B	chr7	-	92190071	92219708	29637	92219708	92219708	0
1499	HAO2-IT1	chr1	+	119911568	119912953	1385	119912953	119912953	0
1555	LOC100996671	chr12	-	127148224	127174864	26640	127174864	127174864	0
795	ARNTL2-AS1	chr12	-	27542721	27599567	56846	27599567	27599567	0
926	ERI3-IT1	chr1	-	44709047	44709955	908	44709955	44709955	0
121	LOC101927700	chr20	+	51237376	51266965	29589	51266965	51266965	0
1089	LOC100996437	chr7	+	66119505	66134589	15084	66134589	66134589	0
694	LINC01267	chr3	-	14389950	14394068	4118	14394068	14394068	0
1280	LOC101928909	chr14	+	91108972	91115232	6260	91115232	91115232	0
1191	LOC101927374	chr3	+	79460876	79484377	23501	79484377	79484377	0
782	LOC101926955	chr20	+	25936447	25949924	13477	25949924	25949924	0
587	LOC100507459	chr20	-	300330	305896	5566	305896	305896	0
963	LOC101927631	chr20	+	49547520	49561671	14151	49561671	49561671	0
1209	LOC100506700	chr14	-	81908330	81916501	8171	81916501	81916501	0
123	DCP1A	chr3	-	53317444	53381654	64210	53321597	53353441	31844
9	LYRM4	chr6	-	5108652	5261183	152531	5261183	5261183	0
724	RERGL	chr12	-	18233802	18243127	9325	18243127	18243127	0
1450	ATP11A-AS1	chr13	-	113399762	113409045	9283	113409045	113409045	0
1116	DLG3-AS1	chrX	-	69672805	69675676	2871	69675676	69675676	0
1089	RABGEF1	chr7	+	66147077	66150679	3602	66150679	66150679	0
1737	WDR86-AS1	chr7	+	151106246	151110440	4194	151110440	151110440	0
882	TMEM99	chr17	+	38975373	38992526	17153	38990768	38991545	777
1119	LINC01212	chr3	+	70048894	70064451	15557	70064451	70064451	0
594	LOC101927021	chr7	+	1200420	1205594	5174	1205594	1205594	0
1952	LOC101927027	chr2	+	179278385	179298818	20433	179298818	179298818	0
1270	ZNF276	chr16	+	89786775	89806312	19537	89806312	89806312	0
1764	LOC101927830	chrX	-	154576449	154603823	27374	154603823	154603823	0
957	PRKAR2A-AS1	chr3	+	48885369	48889415	4046	48889415	48889415	0
11	PINK1-AS	chr1	-	20969149	20978686	9537	20978686	20978686	0
891	LOC101928398	chr21	+	40229462	40230786	1324	40230786	40230786	0
180	LOC101929694	chr3	-	112455295	112468166	12871	112468166	112468166	0
1061	ZBTB46-AS1	chr20	+	62439428	62454360	14932	62454360	62454360	0
125	TCEA1	chr8	-	54879113	54935016	55903	54935016	54935016	0
1040	LOC100506470	chr20	+	59654119	59655235	1116	59655235	59655235	0
1151	LOC100506476	chr14	+	74254062	74270331	16269	74270331	74270331	0
1046	CTC-436P18.1	chr5	+	60458142	60527907	69765	60527907	60527907	0
1146	LOC101928137	chr12	+	73552969	73602097	49128	73602097	73602097	0
624	CTD-2297D10.2	chr5	-	5132197	5140167	7970	5140167	5140167	0
88	DNAJC16	chr1	+	15853307	15898228	44921	15898228	15898228	0
1470	LSAMP-AS1	chr3	+	116078870	116088932	10062	116088932	116088932	0
1963	CTC-338M12.4	chr5	+	180673540	180684587	11047	180684587	180684587	0
1	LOC101926889	chr20	-	25165307	25177528	12221	25177528	25177528	0
1698	ZNF34	chr8	-	145997608	146012730	15122	145998650	146003856	5206
15	USP46	chr4	-	53457126	53525502	68376	53464766	53492397	27631
117	KIAA0226L	chr13	-	46916134	46961635	45501	46917519	46942357	24838
1063	USP15	chr12	+	62654120	62730474	76354	62654195	62728971	74776
2021	LPP-AS1	chr3	-	188280024	188286454	6430	188286454	188286454	0
224	LOC101927766	chr5	-	159203781	159298391	94610	159298391	159298391	0
1394	TBC1D8B	chrX	+	106045918	106093063	47145	106046083	106092536	46453
1399	LOC101928523	chr9	+	106761989	106762763	774	106762763	106762763	0
93	LOC101929608	chr20	-	21591424	21684223	92799	21684223	21684223	0
808	RBMS3-AS3	chr3	-	29305684	29322430	16746	29322430	29322430	0
11	ZNF43	chr19	-	21987750	22034870	47120	21990408	22034736	44328
11	ZNF43	chr19	-	21987750	22034870	47120	21990408	22000723	10315
591	FAM110A	chr20	+	821917	826922	5005	825447	826335	888
1468	CTB-118N6.3	chr5	+	115783193	115807369	24176	115807369	115807369	0
838	SLC39A7	chr6	+	33168602	33172214	3612	33169113	33171590	2477
620	SLC39A7	chr6_cox_hap2	+	4612436	4616048	3612	4612947	4615424	2477
16	MARCH10	chr17	-	60782265	60885742	103477	60782867	60879096	96229
130	TNFRSF11A	chr18	+	59992519	60054943	62424	59992585	60051992	59407
145	UCHL3	chr13	+	76123615	76180156	56541	76134942	76179948	45006
954	XYLT2	chr17	+	48423392	48438546	15154	48438546	48438546	0
190	ATE1	chr10	-	123499935	123688316	188381	123688316	123688316	0
1081	LOC101927438	chr2	-	65073263	65090765	17502	65090765	65090765	0
2096	ANKRD44-IT1	chr2	-	198115581	198167243	51662	198167243	198167243	0
651	LOC101929567	chr2	-	8699962	8723922	23960	8723922	8723922	0
611	LRPAP1	chr4	-	3505323	3533876	28553	3533876	3533876	0
1992	LOC101928992	chr3	-	184474176	184490943	16767	184490943	184490943	0
2271	HLX-AS1	chr1	-	221006104	221053482	47378	221053482	221053482	0
965	AGBL4-IT1	chr1	-	49839872	49937757	97885	49937757	49937757	0
981	IQCF5-AS1	chr3	+	51907611	51909783	2172	51909783	51909783	0
913	LOC101927058	chr12	-	43009304	43040300	30996	43040300	43040300	0
793	LOC101927081	chr14	+	27342338	27383949	41611	27383949	27383949	0
